Player ID,Name,Last Name,Cost Today,Form,Position,Team,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Points,Points/Game,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Chance Of Playing Next,Total Cost Change,Cost Change GW,Total Transfers Out,Transfers Out GW,Total Transfers in,Transfers in GW,Influence,Creativity,Threat,ICT Index,Last GW,GW38,GW39,GW40,GW41,GW42,GW43,Difficulty Score,Cost Today,Total Cost Change,Cost Change GW,Position,Team,Index,xGi,xGc
609,Ian,Maatsen,£5.10,0,MID,Chelsea,0,0,0,0,0,11,0.9,0,24,5,200,1,0,0,0,0,0,-£0.40,£0.00,11596,8,3375,0,29.4,44.8,29,10.3,37,BOU (H),,,,,,2,51,-4,0,3,8,0,0.42,2.28
611,Axel,Disasi,£4.90,0.3,DEF,Chelsea,3.5,2,0,5,0,71,2.3,6,468,50,2579,6,0,0,0,0,100,-£0.10,£0.00,1040327,3119,1164602,994,573.2,105.5,172,85.1,37,BOU (H),,,,,,2,49,-1,0,2,8,0.15,0.13,1.53
613,Lesley,Ugochukwu,£4.40,0.2,MID,Chelsea,0.1,0,0,1,1,12,1.1,0,57,6,270,2,0,0,0,0,100,-£0.10,£0.00,49548,42,44790,28,51,22,2,7.5,37,BOU (H),,,,,,2,44,-1,0,3,8,0.1,0.04,2.3
623,Mason,Burstow,£4.50,0,FWD,Chelsea,0.1,0,0,0,0,2,1,0,6,1,8,0,0,0,0,0,0,£0.00,£0.00,14471,6,4401,0,0.4,0.6,2,0.3,37,BOU (H),,,,,,2,45,0,0,4,8,0,0,10.12
659,Lucas,Bergström,£3.90,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,2411,5,2326,0,0,0,0,0,37,BOU (H),,,,,,2,39,-1,0,1,8,0,0,0
667,Roméo,Lavia,£4.90,0,MID,Chelsea,0,0,0,0,0,1,1,0,2,0,32,0,0,0,0,0,0,-£0.10,£0.00,1809,1,1586,10,3.6,1.9,0,0.6,37,BOU (H),,,,,,2,49,-1,0,3,8,0,0.03,0.93
671,Bashir,Humphreys,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1019,1,629,0,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
677,Deivid Washington,Deivid,£4.50,0,FWD,Chelsea,0.1,0,0,0,0,2,1,0,5,1,11,0,0,0,0,0,,£0.00,£0.00,10860,42,12705,33,0,0.1,4,0.4,37,BOU (H),,,,,,2,45,0,0,4,8,0,3.85,13.75
680,Eddie,Beach,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1535,1,1449,0,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,1,8,0,0,0
681,Diego Manuel Jadon,Diego Moreira,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,£0.00,£0.00,405,4,397,3,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0,0,0
687,Đorđe,Petrović,£4.70,3.7,GK,Chelsea,8.2,0,0,5,3,68,3.1,5,396,37,1896,2,0,70,0,0,,£0.20,£0.00,212063,3910,1083690,8691,529.4,0,0,53,37,BOU (H),,,,,,2,47,2,0,1,8,1.85,0,1.56
716,Alfie,Gilchrist,£4.00,1,DEF,Chelsea,0.2,1,0,1,0,20,1.8,0,67,6,200,1,0,0,0,0,,£0.00,£0.00,9578,718,23731,208,70.6,8.6,33,11.1,37,BOU (H),,,,,,2,40,0,0,2,8,0.5,0.16,2.46
717,Ronnie,Stutter,£4.50,0,FWD,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,5694,31,6753,45,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,4,8,0,0,0
718,Alex,Matos,£4.50,0,MID,Chelsea,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,£0.00,£0.00,1237,1,1272,0,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0,0,0
723,Josh,Brooking,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,2094,15,2215,10,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
758,Leo,Castledine,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,240,3,264,4,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0,0,0
791,Cesare,Casadei,£4.50,0.8,MID,Chelsea,0,0,0,0,1,10,1,0,33,3,70,0,0,0,0,0,,£0.00,£0.00,468,20,710,13,13.4,26.9,2,4.4,37,BOU (H),,,,,,2,45,0,0,3,8,0.4,0.1,3.74
819,Ishé,Samuels-Smith,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,301,17,319,7,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
820,Ollie,Harrison,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,187,4,286,7,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0,0,0
830,Jimi,Tauriainen,£4.50,0.2,MID,Chelsea,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,,£0.00,£0.00,56,1,97,11,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0.1,0,0.9
838,Josh,Acheampong,£4.00,0.2,DEF,Chelsea,0,0,0,0,0,1,1,0,4,0,5,0,0,0,0,0,,£0.00,£0.00,509,42,1354,79,15,0,0,1.5,37,BOU (H),,,,,,2,40,0,0,2,8,0.1,0,10.26
847,Teddy,Sharman-Lowe,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,79,5,134,14,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,1,8,0,0,0
851,Tyrique,George,£4.50,0,FWD,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,106,18,237,31,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,4,8,0,0,0
852,Kiano,Dyer,£4.50,0,MID,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,30,3,68,7,0,0,0,0,37,BOU (H),,,,,,2,45,0,0,3,8,0,0,0
858,Ted,Curd,£4.00,0,GK,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,19,5,64,13,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,1,8,0,0,0
859,Zak,Sturge,£4.00,0,DEF,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,28,4,111,14,0,0,0,0,37,BOU (H),,,,,,2,40,0,0,2,8,0,0,0
7,Rob,Holding,£4.30,0,DEF,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-£0.20,£0.00,16565,8,5845,10,0,0,0,0,37,AVL (H),,,,,,3,43,-2,0,2,31,0,0,0
219,Naouirou,Ahamada,£4.30,0,MID,Crystal Palace,0.4,0,0,0,-1,16,0.8,0,52,14,332,2,1,0,0,0,0,-£0.20,£0.00,160679,424,168400,19,41.2,25.2,61,12.9,37,AVL (H),,,,,,3,43,-2,0,3,31,0,0.14,2.42
220,Joachim,Andersen,£4.70,4,DEF,Crystal Palace,14.2,2,3,9,2,116,3.1,12,656,58,3330,6,0,0,0,0,,£0.20,£0.00,2479535,11128,3656034,9593,860.2,299.8,253,141.6,37,AVL (H),,,,,,3,47,2,0,2,31,1.333333333,0.11,1.42
221,Jordan,J.Ayew,£5.40,1.8,MID,Crystal Palace,0.4,4,7,11,0,108,3.2,3,323,39,2538,7,1,0,0,0,100,-£0.10,£0.00,176640,457,168403,72,517.6,444.9,550,151.1,37,AVL (H),,,,,,3,54,-1,0,3,31,0.6,0.23,1.3
222,Nathaniel,Clyne,£4.30,4,DEF,Crystal Palace,0.2,0,1,4,5,46,2.6,0,233,16,1245,0,0,0,0,0,,-£0.20,£0.00,17601,85,17680,603,170,65.5,21,25.8,37,AVL (H),,,,,,3,43,-2,0,2,31,1.333333333,0.03,1.49
223,Cheick,C.Doucouré,£4.80,0,MID,Crystal Palace,0,0,0,3,0,21,1.9,0,141,12,920,2,0,0,0,0,0,-£0.20,£0.00,15543,6,11666,3,165.8,138.5,36,34.2,37,AVL (H),,,,,,3,48,-2,0,3,31,0,0.1,1.35
224,Malcolm,Ebiowei,£4.40,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,6561,6,2269,0,0,0,0,0,37,AVL (H),,,,,,3,44,-1,0,3,31,0,0,0
225,Odsonne,Edouard,£5.30,0.6,FWD,Crystal Palace,1.3,7,0,6,1,78,2.7,9,243,24,1531,4,0,0,0,0,100,-£0.20,£0.00,1140132,637,1040672,464,359.6,254.9,663,127.8,37,AVL (H),,,,,,3,53,-2,0,4,31,0.2,0.42,1.21
226,Eberechi,Eze,£6.00,5,MID,Crystal Palace,5,9,4,7,8,118,4.5,9,429,28,1967,3,0,0,0,0,100,-£0.50,£0.00,2571095,3262,1550360,12622,642.4,791.6,686,212.2,37,AVL (H),,,,,,3,60,-5,0,3,31,1.666666667,0.65,1.43
227,Vicente,Guaita,£4.40,0,GK,Crystal Palace,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,72177,28,2528,0,0,0,0,0,37,AVL (H),,,,,,3,44,-1,0,1,31,0,0,0
228,Marc,Guéhi,£4.20,0.4,DEF,Crystal Palace,1.3,0,1,5,1,60,2.5,6,369,32,1945,2,0,0,0,0,100,-£0.30,£0.00,714623,345,656089,997,409.8,91.4,35,53.8,37,AVL (H),,,,,,3,42,-3,0,2,31,0.1333333333,0.07,1.41
229,Will,Hughes,£4.90,3.4,MID,Crystal Palace,0,0,2,8,1,61,2,2,252,38,1886,6,0,0,0,0,75,-£0.10,£0.00,3167,68,3492,15,319.2,338.6,67,72.3,37,AVL (H),,,,,,3,49,-1,0,3,31,1.133333333,0.09,1.47
230,Sam,Johnstone,£4.30,0,GK,Crystal Palace,1.3,0,0,6,0,68,3.4,7,310,27,1796,1,0,41,0,0,0,-£0.20,£0.00,840381,926,738863,85,321.4,0,0,32.2,37,AVL (H),,,,,,3,43,-2,0,1,31,0,0,1.36
231,Jefferson,Lerma,£4.70,0,MID,Crystal Palace,0.1,1,1,5,0,63,2.3,4,333,46,2385,8,0,0,0,0,0,-£0.30,£0.00,43898,61,15882,9,414,364.9,240,101.9,37,AVL (H),,,,,,3,47,-3,0,3,31,0,0.17,1.44
232,Jean-Philippe,Mateta,£5.00,9.2,FWD,Crystal Palace,5.7,13,6,7,9,145,4.3,19,472,44,2199,3,0,0,0,0,,£0.00,-£0.10,618765,4660,1171601,45387,654.8,382.3,688,172.4,37,AVL (H),,,,,,3,50,0,-1,4,31,3.066666667,0.43,1.61
233,Remi,Matthews,£3.90,0,GK,Crystal Palace,0.1,0,0,0,0,1,1,0,3,1,3,0,0,0,0,0,,-£0.10,£0.00,11442,59,8022,25,1,0,0,0.1,37,AVL (H),,,,,,3,39,-1,0,1,31,0,0,2.1
234,Tyrick,Mitchell,£4.50,4.4,DEF,Crystal Palace,4.7,2,3,9,2,113,3.1,10,562,55,3114,6,0,0,0,0,100,£0.00,£0.00,1013687,3978,1437453,8929,652.2,371.4,192,121.7,37,AVL (H),,,,,,3,45,0,0,2,31,1.466666667,0.11,1.44
235,Jake,O'Brien,£4.00,0,DEF,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,10681,8,415,0,0,0,0,0,37,AVL (H),,,,,,3,40,0,0,2,31,0,0,0
236,Michael,Olise,£5.70,8.6,MID,Crystal Palace,2.3,10,5,2,12,119,6.6,21,424,19,1182,0,0,0,0,0,100,-£0.30,£0.10,457299,1347,667236,72637,609.4,541.9,479,163.2,37,AVL (H),,,,,,3,57,-3,1,3,31,2.866666667,0.71,1.36
237,Luke,Plange,£4.50,0,FWD,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1612,2,0,0,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,4,31,0,0,0
238,Chris,C.Richards,£3.90,4.2,DEF,Crystal Palace,1.4,1,1,3,2,56,2.2,4,341,38,2001,3,0,0,0,0,100,-£0.10,£0.00,174504,1004,269575,5527,444.2,76.1,108,62.9,37,AVL (H),,,,,,3,39,-1,0,2,31,1.4,0.04,1.44
239,Jairo,Riedewald,£4.30,0.6,MID,Crystal Palace,0.1,0,0,1,0,11,1.4,0,32,3,225,0,0,0,0,0,100,-£0.20,£0.00,12441,55,10850,76,23.8,8.5,12,4.4,37,AVL (H),,,,,,3,43,-2,0,3,31,0.2,0.05,1.62
240,Jeffrey,Schlupp,£4.80,2.6,MID,Crystal Palace,0.1,2,2,4,1,66,2.3,4,201,25,1340,1,0,0,0,0,100,-£0.20,£0.00,28948,39,19366,34,279.8,234.2,229,74.1,37,AVL (H),,,,,,3,48,-2,0,3,31,0.8666666667,0.2,1.51
241,James,Tomkins,£4.00,0,DEF,Crystal Palace,0.4,0,0,0,0,2,0.7,0,9,2,5,0,0,0,0,0,100,£0.00,£0.00,75363,183,24725,56,1.8,0.1,0,0.2,37,AVL (H),,,,,,3,40,0,0,2,31,0,0,14.04
242,Joel,Ward,£4.50,0.4,DEF,Crystal Palace,0.2,0,1,5,1,54,2.1,0,304,34,1978,4,0,0,0,0,100,£0.00,£0.00,50969,104,40685,98,348.2,79,41,46.8,37,AVL (H),,,,,,3,45,0,0,2,31,0.1333333333,0.05,1.41
243,Joe,Whitworth,£3.90,0,GK,Crystal Palace,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,66003,351,34585,56,0,0,0,0,37,AVL (H),,,,,,3,39,-1,0,1,31,0,0,0
385,Dean,Henderson,£4.40,3.2,GK,Crystal Palace,1.7,0,0,3,3,42,2.5,2,270,30,1530,2,0,56,0,0,100,-£0.10,£0.00,146543,1110,286454,2613,417.2,0,0,41.9,37,AVL (H),,,,,,3,44,-1,0,1,31,1.066666667,0,1.49
615,Matheus,Matheus França,£4.80,0,MID,Crystal Palace,0,0,2,0,0,16,1.6,0,47,7,224,1,0,0,0,0,0,-£0.20,£0.00,2528,4,1780,0,36.4,77.7,53,16.5,37,AVL (H),,,,,,3,48,-2,0,3,31,0,0.31,1.4
657,Jesurun,Rak-Sakyi,£4.50,0,MID,Crystal Palace,0,0,0,1,0,8,1.3,0,21,3,132,0,0,0,0,0,100,£0.00,£0.00,5183,4,5330,8,23.2,28.2,58,11,37,AVL (H),,,,,,3,45,0,0,3,31,0,0.38,2.19
658,John-Kymani,Gordon,£4.50,0,FWD,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,9659,6,7045,0,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,4,31,0,0,0
720,Ademola,Ola-Adebomi,£4.50,0,FWD,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,5310,7,5704,0,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,4,31,0,0,0
721,David,Ozoh,£4.50,0,MID,Crystal Palace,0,0,0,0,0,8,0.9,0,27,5,148,1,0,0,0,0,,£0.00,£0.00,1222,10,1465,11,25.2,4,0,2.9,37,AVL (H),,,,,,3,45,0,0,3,31,0,0.01,1.86
724,Jadan,Raymond,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,776,3,921,7,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,3,31,0,0,0
763,Tayo,Adaramola,£4.00,0,DEF,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,823,2,862,0,0,0,0,0,37,AVL (H),,,,,,3,40,0,0,2,31,0,0,0
792,Daniel,Muñoz,£4.50,4.6,DEF,Crystal Palace,0.6,0,3,4,1,46,3.1,2,230,22,1350,4,0,0,0,0,,£0.00,£0.00,45586,696,108050,1999,301.2,207.8,111,62.1,37,AVL (H),,,,,,3,45,0,0,2,31,1.533333333,0.14,1.24
807,Adam,Wharton,£5.00,4,MID,Crystal Palace,0,0,3,6,5,47,3.1,4,209,16,1210,2,0,0,0,0,,£0.00,£0.00,1952,45,3787,287,246.8,280.5,29,55.7,37,AVL (H),,,,,,3,50,0,0,3,31,1.333333333,0.14,1.26
821,Franco,Umeh-Chibueze,£4.50,0,FWD,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1033,38,1652,69,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,4,31,0,0,0
825,Kaden,Rodney,£4.50,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,79,1,131,8,0,0,0,0,37,AVL (H),,,,,,3,45,0,0,3,31,0,0,0
842,Roshaun,Mathurin,£4.40,0,MID,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,62,6,133,14,0,0,0,0,37,AVL (H),,,,,,3,44,-1,0,3,31,0,0,0
244,André,André Gomes,£4.40,0.8,MID,Everton,0.1,1,0,3,1,20,1.7,0,64,7,505,4,0,0,0,0,75,-£0.10,£0.00,30169,55,11902,8,72.8,88.3,81,24.1,37,ARS (A),,,,,,5,44,-1,0,3,11,0.16,0.14,1.52
245,Jarrad,Branthwaite,£4.50,7.4,DEF,Everton,11.1,3,1,12,6,123,3.6,10,612,42,3026,8,0,0,0,0,100,£0.50,£0.00,600906,18453,1743876,15631,757.6,66.8,185,101.1,37,ARS (A),,,,,,5,45,5,0,2,11,1.48,0.09,1.38
246,Dominic,Calvert-Lewin,£5.80,4,FWD,Everton,1.1,7,3,13,4,99,3.2,9,259,26,2092,2,0,0,0,0,100,-£0.20,£0.00,486591,3591,495528,1709,403,254.9,872,151.9,37,ARS (A),,,,,,5,58,-2,0,4,11,0.8,0.6,1.3
247,Seamus,Coleman,£4.40,1.6,DEF,Everton,0,0,0,4,7,29,2.6,3,134,8,571,0,0,0,0,0,100,-£0.10,£0.00,9610,48,7067,155,102.4,49.1,6,15.8,37,ARS (A),,,,,,5,44,-1,0,2,11,0.32,0.11,1.2
248,Dele,Dele,£4.80,0,MID,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,4042,2,1228,26,0,0,0,0,37,ARS (A),,,,,,5,48,-2,0,3,11,0,0,0
249,Abdoulaye,A.Doucoure,£5.50,4,MID,Everton,0.5,7,3,12,8,115,3.7,7,331,34,2542,6,0,0,0,0,100,£0.00,£0.00,416125,773,427660,363,459.2,452.7,687,160.3,37,ARS (A),,,,,,5,55,0,0,3,11,0.8,0.36,1.4
250,James,Garner,£4.90,2,MID,Everton,0.1,1,2,11,3,85,2.4,3,412,45,2911,7,0,0,0,0,100,-£0.10,£0.00,32471,65,33624,47,514,661.4,242,141.9,37,ARS (A),,,,,,5,49,-1,0,3,11,0.4,0.19,1.41
251,Jean-Philippe,Gbamin,£4.40,0,MID,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.10,£0.00,2529,3,330,0,0,0,0,0,37,ARS (A),,,,,,5,44,-1,0,3,11,0,0,0
252,Ben,Godfrey,£4.30,2.8,DEF,Everton,0.2,0,0,4,0,37,2.5,0,166,13,1120,2,0,0,0,0,,-£0.20,£0.00,18130,338,16304,95,221.4,64.9,156,44.3,37,ARS (A),,,,,,5,43,-2,0,2,11,0.56,0.18,1.51
253,Demarai,Gray,£5.30,0,MID,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-£0.20,£0.00,31210,2,1890,0,0,0,0,0,37,ARS (A),,,,,,5,53,-2,0,3,11,0,0,0
254,Idrissa,Gana,£4.80,5.6,MID,Everton,0.1,3,0,7,3,63,2.6,7,302,23,1795,8,0,0,0,0,100,-£0.20,£0.00,8203,240,7671,130,354.4,214.3,147,71.5,37,ARS (A),,,,,,5,48,-2,0,3,11,1.12,0.1,1.33
257,Michael,Keane,£4.20,0.2,DEF,Everton,0.2,1,0,1,0,18,2,2,72,13,437,2,0,0,0,0,100,-£0.30,-£0.10,31064,94,18405,45,108.2,4.6,92,20.5,37,ARS (A),,,,,,5,42,-3,-1,2,11,0.04,0.13,2.23
259,Dwight,McNeil,£5.40,4.8,MID,Everton,0.4,3,7,12,3,119,3.5,8,492,37,2801,2,0,0,0,0,100,-£0.10,£0.00,133085,1914,154422,249,608.2,1104.5,400,211.3,37,ARS (A),,,,,,5,54,-1,0,3,11,0.96,0.35,1.35
260,Vitalii,Mykolenko,£4.50,1.4,DEF,Everton,2.8,2,1,9,0,101,3.6,9,452,37,2469,1,0,0,0,0,0,£0.00,£0.00,1055891,14204,1293847,45,517.4,239.8,211,96.8,37,ARS (A),,,,,,5,45,0,0,2,11,0.28,0.09,1.46
261,Amadou,Onana,£4.70,1.2,MID,Everton,0.2,2,0,5,3,64,2.2,5,293,36,1995,5,0,0,0,0,100,-£0.30,£0.00,38257,79,24821,80,336.4,277.6,254,87.2,37,ARS (A),,,,,,5,47,-3,0,3,11,0.24,0.16,1.54
262,Nathan,Patterson,£4.30,0,DEF,Everton,0.1,0,2,2,0,34,1.7,3,187,21,1000,4,0,0,0,0,0,-£0.20,£0.00,36582,81,24677,7,207.2,138.2,26,37.3,37,ARS (A),,,,,,5,43,-2,0,2,11,0,0.12,1.85
263,Jordan,Pickford,£4.80,7.8,GK,Everton,16.8,0,0,13,8,152,4.1,22,720,49,3330,4,0,117,0,0,100,£0.30,£0.00,1599293,23796,1900421,10524,938.2,43.4,0,98.2,37,ARS (A),,,,,,5,48,3,0,1,11,1.56,0.01,1.44
264,Ellis,Simms,£4.50,0,FWD,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,3736,1,0,0,0,0,0,0,37,ARS (A),,,,,,5,45,0,0,4,11,0,0,0
265,James,Tarkowski,£4.60,5.8,DEF,Everton,5.6,1,1,13,9,117,3.2,10,640,49,3330,10,0,0,0,0,100,£0.10,£0.00,848721,10062,1211163,5139,891.8,268.6,318,148.2,37,ARS (A),,,,,,5,46,1,0,2,11,1.16,0.14,1.43
266,João,J.Virginia,£3.90,0,GK,Everton,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,70388,190,51827,28,0,0,0,0,37,ARS (A),,,,,,5,39,-1,0,1,11,0,0,0
579,Andy,Lonergan,£3.90,0,GK,Everton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-£0.10,£0.00,5672,18,3571,19,0,0,0,0,37,ARS (A),,,,,,5,39,-1,0,1,11,0,0,0
588,Ashley,Young,£4.40,4.4,DEF,Everton,0.4,0,1,9,6,75,2.5,3,367,32,2187,5,1,0,0,0,100,-£0.10,£0.00,87787,558,55971,217,270,364.1,87,72.4,37,ARS (A),,,,,,5,44,-1,0,2,11,0.88,0.09,1.43
601,Arnaut,Danjuma,£5.20,0,MID,Everton,0.1,1,0,2,0,26,1.9,0,53,10,587,0,0,0,0,0,100,-£0.30,£0.00,41170,38,30764,39,73.6,79.3,271,42.4,37,ARS (A),,,,,,5,52,-3,0,3,11,0,0.46,1.49
624,Lewis,Dobbin,£4.50,0.2,MID,Everton,0,1,0,1,1,18,1.5,0,54,3,226,1,0,0,0,0,100,£0.00,£0.00,10993,17,10688,5,68.4,50.5,59,17.7,37,ARS (A),,,,,,5,45,0,0,3,11,0.04,0.19,1.48
645,Youssef,Y. Chermiti,£4.80,1,FWD,Everton,0.1,0,0,1,1,15,0.9,0,28,3,181,3,0,0,0,0,100,-£0.20,£0.00,11359,62,9034,48,17.2,51.2,82,14.5,37,ARS (A),,,,,,5,48,-2,0,4,11,0.2,0.52,1.93
649,Thomas,Cannon,£4.50,0,FWD,Everton,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,£0.00,£0.00,3875,1,2480,0,0,0,0,0,37,ARS (A),,,,,,5,45,0,0,4,11,0,0,25.2
650,Tyler,Onyango,£4.40,0,MID,Everton,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,,-£0.10,£0.00,2038,8,2100,14,0,0,0,0,37,ARS (A),,,,,,5,44,-1,0,3,11,0,0,0
661,Jack,Harrison,£5.50,2,MID,Everton,0.1,3,3,11,0,92,3.2,5,292,26,2212,1,0,0,0,0,25,£0.00,£0.00,55429,539,60549,28,397.4,405.7,339,114.3,37,ARS (A),,,,,,5,55,0,0,3,11,0.4,0.27,1.39
691,Norberto Bercique,Beto,£5.70,0.4,FWD,Everton,0.2,3,0,2,0,49,1.7,3,102,20,942,2,0,0,0,1,100,-£0.30,£0.00,74919,199,82359,115,158.8,139.6,425,71.3,37,ARS (A),,,,,,5,57,-3,0,4,11,0.08,0.65,1.72
719,Mackenzie,Hunt,£4.50,0,MID,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,1062,4,1214,1,0,0,0,0,37,ARS (A),,,,,,5,45,0,0,3,11,0,0,0
760,Jenson,Metcalfe,£4.50,0,MID,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,£0.00,£0.00,260,3,275,5,0,0,0,0,37,ARS (A),,,,,,5,45,0,0,3,11,0,0,0
761,Elijah,Campbell,£4.00,0,DEF,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,777,0,689,0,0,0,0,0,37,ARS (A),,,,,,5,40,0,0,2,11,0,0,0
841,Lewis,Warrington,£4.50,0.2,MID,Everton,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,,£0.00,£0.00,59,3,109,6,0,0,0,0,37,ARS (A),,,,,,5,45,0,0,3,11,0.04,0,0
193,Armando,Broja,£4.90,0.5,FWD,Fulham,0.2,1,2,3,1,35,1.7,0,72,9,529,0,0,0,0,0,100,-£0.10,£0.00,100364,135,104620,99,75.6,70.3,152,29,37,LUT (A),,,,,,2,49,-1,0,4,54,0.25,0.42,1.43
256,Alex,Iwobi,£5.30,2.2,MID,Fulham,0.4,5,2,7,2,100,3.2,9,410,39,2241,2,0,0,0,0,100,-£0.20,£0.00,260990,558,219166,281,489,684.5,525,170,37,LUT (A),,,,,,2,53,-2,0,3,54,1.1,0.38,1.43
267,Andreas,Andreas,£5.30,2.5,MID,Fulham,0.9,3,9,14,2,127,3.4,7,459,40,2611,6,0,0,0,0,100,-£0.20,£0.00,377918,1585,351939,1655,503.6,1254.3,417,217.8,37,LUT (A),,,,,,2,53,-2,0,3,54,1.25,0.36,1.48
268,Tom,Cairney,£4.90,1,MID,Fulham,0,1,6,4,1,70,2.1,2,344,27,1457,2,0,0,0,0,100,-£0.10,£0.00,13291,34,14263,23,329.2,396,163,88.5,37,LUT (A),,,,,,2,49,-1,0,3,54,0.5,0.22,1.8
269,Ivan,I.Cavaleiro,£5.00,0,MID,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,£0.00,£0.00,1014,0,0,0,0,0,0,0,37,LUT (A),,,,,,2,50,0,0,3,54,0,0,0
